Date dd/mm/yyyy,Time HH:MM,Division,Home Team,Away Team,Venue,Pitch,Home Score,Away Score,Season
24/10/2011,19:00,Division 6,Portslade Sports Centre B,Shoreham Royal British Legion A,,,3,2,11
24/10/2011,19:00,Division 6,Preston Club B,Castle Snooker Club G,,,3,2,11
31/10/2011,19:00,Division 6,Brighton Ex-Services Club,Brighton Trades Labour Club B,,,3,2,11
31/10/2011,19:00,Division 6,Castle Snooker Club G,Champion House D,,,4,1,11
31/10/2011,19:00,Division 6,Castle Snooker Club J,Portslade Sports Centre B,,,2,3,11
31/10/2011,19:00,Division 6,Shoreham Royal British Legion A,Preston Club B,,,2,3,11
07/11/2011,19:00,Division 6,Brighton Ex-Services Club,Castle Snooker Club J,,,4,1,11
07/11/2011,19:00,Division 6,Brighton Trades Labour Club B,Castle Snooker Club G,,,2,3,11
07/11/2011,19:00,Division 6,Champion House D,Shoreham Royal British Legion A,,,3,2,11
07/11/2011,19:00,Division 6,Preston Club B,Portslade Sports Centre B,,,3,2,11
14/11/2011,19:00,Division 6,Castle Snooker Club G,Brighton Ex-Services Club,,,3,2,11
14/11/2011,19:00,Division 6,Castle Snooker Club J,Preston Club B,,,3,2,11
14/11/2011,19:00,Division 6,Portslade Sports Centre B,Champion House D,,,2,3,11
14/11/2011,19:00,Division 6,Shoreham Royal British Legion A,Brighton Trades Labour Club B,,,2,3,11
21/11/2011,19:00,Division 6,Brighton Ex-Services Club,Shoreham Royal British Legion A,,,2,3,11
21/11/2011,19:00,Division 6,Brighton Trades Labour Club B,Portslade Sports Centre B,,,1,4,11
21/11/2011,19:00,Division 6,Castle Snooker Club G,Castle Snooker Club J,,,2,3,11
21/11/2011,19:00,Division 6,Champion House D,Preston Club B,,,5,0,11
05/12/2011,19:00,Division 6,Castle Snooker Club J,Champion House D,,,1,4,11
05/12/2011,19:00,Division 6,Portslade Sports Centre B,Brighton Ex-Services Club,,,4,1,11
05/12/2011,19:00,Division 6,Preston Club B,Brighton Trades Labour Club B,,,2,3,11
05/12/2011,19:00,Division 6,Shoreham Royal British Legion A,Castle Snooker Club G,,,1,4,11
12/12/2011,19:00,Division 6,Brighton Ex-Services Club,Preston Club B,,,3,2,11
12/12/2011,19:00,Division 6,Brighton Trades Labour Club B,Champion House D,,,4,1,11
12/12/2011,19:00,Division 6,Castle Snooker Club G,Portslade Sports Centre B,,,2,3,11
12/12/2011,19:00,Division 6,Shoreham Royal British Legion A,Castle Snooker Club J,,,2,3,11
09/01/2012,19:00,Division 6,Brighton Ex-Services Club,Champion House D,,,2,3,11
09/01/2012,19:00,Division 6,Castle Snooker Club G,Preston Club B,,,3,2,11
09/01/2012,19:00,Division 6,Castle Snooker Club J,Brighton Trades Labour Club B,,,3,2,11
09/01/2012,19:00,Division 6,Shoreham Royal British Legion A,Portslade Sports Centre B,,,0,5,11
16/01/2012,19:00,Division 6,Brighton Trades Labour Club B,Brighton Ex-Services Club,,,2,3,11
16/01/2012,19:00,Division 6,Champion House D,Castle Snooker Club G,,,2,3,11
16/01/2012,19:00,Division 6,Portslade Sports Centre B,Castle Snooker Club J,,,2,3,11
16/01/2012,19:00,Division 6,Preston Club B,Shoreham Royal British Legion A,,,5,0,11
23/01/2012,19:00,Division 6,Castle Snooker Club G,Brighton Trades Labour Club B,,,3,2,11
23/01/2012,19:00,Division 6,Castle Snooker Club J,Brighton Ex-Services Club,,,3,2,11
23/01/2012,19:00,Division 6,Portslade Sports Centre B,Preston Club B,,,2,3,11
23/01/2012,19:00,Division 6,Shoreham Royal British Legion A,Champion House D,,,0,5,11
30/01/2012,19:00,Division 6,Brighton Ex-Services Club,Castle Snooker Club G,,,1,4,11
30/01/2012,19:00,Division 6,Brighton Trades Labour Club B,Shoreham Royal British Legion A,,,3,2,11
30/01/2012,19:00,Division 6,Champion House D,Portslade Sports Centre B,,,2,3,11
30/01/2012,19:00,Division 6,Preston Club B,Castle Snooker Club J,,,3,2,11
06/02/2012,19:00,Division 6,Castle Snooker Club J,Castle Snooker Club G,,,4,1,11
06/02/2012,19:00,Division 6,Portslade Sports Centre B,Brighton Trades Labour Club B,,,3,2,11
06/02/2012,19:00,Division 6,Preston Club B,Champion House D,,,2,3,11
06/02/2012,19:00,Division 6,Shoreham Royal British Legion A,Brighton Ex-Services Club,,,3,2,11
13/02/2012,19:00,Division 6,Brighton Ex-Services Club,Portslade Sports Centre B,,,4,1,11
13/02/2012,19:00,Division 6,Brighton Trades Labour Club B,Preston Club B,,,3,2,11
13/02/2012,19:00,Division 6,Castle Snooker Club G,Shoreham Royal British Legion A,,,3,2,11
13/02/2012,19:00,Division 6,Champion House D,Castle Snooker Club J,,,4,1,11
20/02/2012,19:00,Division 6,Castle Snooker Club J,Shoreham Royal British Legion A,,,3,2,11
20/02/2012,19:00,Division 6,Champion House D,Brighton Trades Labour Club B,,,3,2,11
20/02/2012,19:00,Division 6,Portslade Sports Centre B,Castle Snooker Club G,,,1,4,11
20/02/2012,19:00,Division 6,Preston Club B,Brighton Ex-Services Club,,,3,2,11
27/02/2012,19:00,Division 6,Brighton Trades Labour Club B,Castle Snooker Club J,,,2,3,11
27/02/2012,19:00,Division 6,Champion House D,Brighton Ex-Services Club,,,2,3,11
27/02/2012,19:00,Division 6,Portslade Sports Centre B,Shoreham Royal British Legion A,,,3,2,11
27/02/2012,19:00,Division 6,Preston Club B,Castle Snooker Club G,,,2,3,11
05/03/2012,19:00,Division 6,Brighton Ex-Services Club,Brighton Trades Labour Club B,,,3,2,11
05/03/2012,19:00,Division 6,Castle Snooker Club G,Champion House D,,,4,1,11
05/03/2012,19:00,Division 6,Castle Snooker Club J,Portslade Sports Centre B,,,4,1,11
05/03/2012,19:00,Division 6,Shoreham Royal British Legion A,Preston Club B,,,1,4,11
12/03/2012,19:00,Division 6,Brighton Ex-Services Club,Castle Snooker Club J,,,2,3,11
12/03/2012,19:00,Division 6,Brighton Trades Labour Club B,Castle Snooker Club G,,,2,3,11
12/03/2012,19:00,Division 6,Champion House D,Shoreham Royal British Legion A,,,4,1,11
12/03/2012,19:00,Division 6,Preston Club B,Portslade Sports Centre B,,,4,1,11
19/03/2012,19:00,Division 6,Castle Snooker Club G,Brighton Ex-Services Club,,,4,1,11
19/03/2012,19:00,Division 6,Castle Snooker Club J,Preston Club B,,,4,1,11
19/03/2012,19:00,Division 6,Portslade Sports Centre B,Champion House D,,,3,2,11
19/03/2012,19:00,Division 6,Shoreham Royal British Legion A,Brighton Trades Labour Club B,,,3,2,11
26/03/2012,19:00,Division 6,Brighton Ex-Services Club,Shoreham Royal British Legion A,,,4,1,11
26/03/2012,19:00,Division 6,Brighton Trades Labour Club B,Portslade Sports Centre B,,,3,2,11
26/03/2012,19:00,Division 6,Castle Snooker Club G,Castle Snooker Club J,,,3,2,11
26/03/2012,19:00,Division 6,Champion House D,Preston Club B,,,3,2,11
02/04/2012,19:00,Division 6,Castle Snooker Club J,Champion House D,,,2,3,11
02/04/2012,19:00,Division 6,Portslade Sports Centre B,Brighton Ex-Services Club,,,2,3,11
02/04/2012,19:00,Division 6,Preston Club B,Brighton Trades Labour Club B,,,5,0,11
02/04/2012,19:00,Division 6,Shoreham Royal British Legion A,Castle Snooker Club G,,,0,5,11
16/04/2012,19:00,Division 6,Brighton Ex-Services Club,Preston Club B,,,3,2,11
16/04/2012,19:00,Division 6,Brighton Trades Labour Club B,Champion House D,,,1,4,11
16/04/2012,19:00,Division 6,Castle Snooker Club G,Portslade Sports Centre B,,,4,1,11
16/04/2012,19:00,Division 6,Shoreham Royal British Legion A,Castle Snooker Club J,,,3,2,11
10/09/2012,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club B,,,3,2,12
10/09/2012,19:00,Division 1,Shoreham Snooker Club,St. Matthias B,,,5,0,12
10/09/2012,19:00,Division 1,St. Matthias A,St. Matthias C,,,4,1,12
17/09/2012,19:00,Division 1,Castle Snooker Club B,St. Matthias A,,,0,5,12
17/09/2012,19:00,Division 1,St. Matthias B,National Association of Railway Clubs A,,,3,2,12
17/09/2012,19:00,Division 1,St. Matthias C,Castle Snooker Club A,,,3,2,12
24/09/2012,19:00,Division 1,Castle Snooker Club B,St. Matthias B,,,4,1,12
24/09/2012,19:00,Division 1,Shoreham Snooker Club,St. Matthias C,,,3,2,12
24/09/2012,19:00,Division 1,St. Matthias A,Castle Snooker Club A,,,2,3,12
01/10/2012,19:00,Division 1,Castle Snooker Club A,Shoreham Snooker Club,,,4,1,12
01/10/2012,19:00,Division 1,St. Matthias B,St. Matthias A,,,4,1,12
01/10/2012,19:00,Division 1,St. Matthias C,National Association of Railway Clubs A,,,4,1,12
08/10/2012,19:00,Division 1,Castle Snooker Club B,St. Matthias C,,,4,1,12
08/10/2012,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club A,,,2,3,12
08/10/2012,19:00,Division 1,St. Matthias A,Shoreham Snooker Club,,,1,4,12
15/10/2012,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club B,,,3,2,12
15/10/2012,19:00,Division 1,Shoreham Snooker Club,National Association of Railway Clubs A,,,3,2,12
15/10/2012,19:00,Division 1,St. Matthias C,St. Matthias B,,,5,0,12
22/10/2012,19:00,Division 1,Castle Snooker Club B,Shoreham Snooker Club,,,3,2,12
22/10/2012,19:00,Division 1,St. Matthias A,National Association of Railway Clubs A,,,2,3,12
22/10/2012,19:00,Division 1,St. Matthias B,Castle Snooker Club A,,,2,3,12
29/10/2012,19:00,Division 1,Castle Snooker Club B,National Association of Railway Clubs A,,,0,5,12
29/10/2012,19:00,Division 1,St. Matthias B,Shoreham Snooker Club,,,4,1,12
29/10/2012,19:00,Division 1,St. Matthias C,St. Matthias A,,,3,2,12
05/11/2012,19:00,Division 1,Castle Snooker Club A,St. Matthias C,,,2,3,12
05/11/2012,19:00,Division 1,National Association of Railway Clubs A,St. Matthias B,,,3,2,12
05/11/2012,19:00,Division 1,St. Matthias A,Castle Snooker Club B,,,2,3,12
12/11/2012,19:00,Division 1,Castle Snooker Club A,St. Matthias A,,,4,1,12
12/11/2012,19:00,Division 1,St. Matthias B,Castle Snooker Club B,,,2,3,12
12/11/2012,19:00,Division 1,St. Matthias C,Shoreham Snooker Club,,,3,2,12
19/11/2012,19:00,Division 1,National Association of Railway Clubs A,St. Matthias C,,,0,5,12
19/11/2012,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club A,,,0,5,12
19/11/2012,19:00,Division 1,St. Matthias A,St. Matthias B,,,3,2,12
26/11/2012,19:00,Division 1,Castle Snooker Club A,National Association of Railway Clubs A,,,3,2,12
26/11/2012,19:00,Division 1,Shoreham Snooker Club,St. Matthias A,,,3,2,12
26/11/2012,19:00,Division 1,St. Matthias C,Castle Snooker Club B,,,4,1,12
10/12/2012,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club A,,,2,3,12
10/12/2012,19:00,Division 1,National Association of Railway Clubs A,Shoreham Snooker Club,,,3,2,12
10/12/2012,19:00,Division 1,St. Matthias B,St. Matthias C,,,2,3,12
17/12/2012,19:00,Division 1,Castle Snooker Club A,St. Matthias B,,,1,4,12
17/12/2012,19:00,Division 1,National Association of Railway Clubs A,St. Matthias A,,,3,2,12
17/12/2012,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club B,,,3,2,12
07/01/2013,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club B,,,3,2,12
07/01/2013,19:00,Division 1,Shoreham Snooker Club,St. Matthias B,,,3,2,12
07/01/2013,19:00,Division 1,St. Matthias A,St. Matthias C,,,2,3,12
14/01/2013,19:00,Division 1,Castle Snooker Club B,St. Matthias A,,,2,3,12
14/01/2013,19:00,Division 1,St. Matthias B,National Association of Railway Clubs A,,,2,3,12
14/01/2013,19:00,Division 1,St. Matthias C,Castle Snooker Club A,,,4,1,12
21/01/2013,19:00,Division 1,Castle Snooker Club B,St. Matthias B,,,3,2,12
21/01/2013,19:00,Division 1,Shoreham Snooker Club,St. Matthias C,,,3,2,12
21/01/2013,19:00,Division 1,St. Matthias A,Castle Snooker Club A,,,5,0,12
28/01/2013,19:00,Division 1,Castle Snooker Club A,Shoreham Snooker Club,,,3,2,12
28/01/2013,19:00,Division 1,St. Matthias B,St. Matthias A,,,3,2,12
28/01/2013,19:00,Division 1,St. Matthias C,National Association of Railway Clubs A,,,4,1,12
04/02/2013,19:00,Division 1,Castle Snooker Club B,St. Matthias C,,,3,2,12
04/02/2013,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club A,,,2,3,12
04/02/2013,19:00,Division 1,St. Matthias A,Shoreham Snooker Club,,,1,4,12
11/02/2013,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club B,,,3,2,12
11/02/2013,19:00,Division 1,Shoreham Snooker Club,National Association of Railway Clubs A,,,3,2,12
11/02/2013,19:00,Division 1,St. Matthias C,St. Matthias B,,,4,1,12
18/02/2013,19:00,Division 1,Castle Snooker Club B,Shoreham Snooker Club,,,1,4,12
18/02/2013,19:00,Division 1,St. Matthias A,National Association of Railway Clubs A,,,4,1,12
18/02/2013,19:00,Division 1,St. Matthias B,Castle Snooker Club A,,,3,2,12
25/02/2013,19:00,Division 1,Castle Snooker Club B,National Association of Railway Clubs A,,,1,4,12
25/02/2013,19:00,Division 1,St. Matthias B,Shoreham Snooker Club,,,2,3,12
25/02/2013,19:00,Division 1,St. Matthias C,St. Matthias A,,,4,1,12
04/03/2013,19:00,Division 1,Castle Snooker Club A,St. Matthias C,,,2,3,12
04/03/2013,19:00,Division 1,National Association of Railway Clubs A,St. Matthias B,,,1,4,12
04/03/2013,19:00,Division 1,St. Matthias A,Castle Snooker Club B,,,2,3,12
11/03/2013,19:00,Division 1,Castle Snooker Club A,St. Matthias A,,,5,0,12
11/03/2013,19:00,Division 1,St. Matthias B,Castle Snooker Club B,,,4,1,12
11/03/2013,19:00,Division 1,St. Matthias C,Shoreham Snooker Club,,,3,2,12
18/03/2013,19:00,Division 1,National Association of Railway Clubs A,St. Matthias C,,,3,2,12
18/03/2013,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club A,,,2,3,12
18/03/2013,19:00,Division 1,St. Matthias A,St. Matthias B,,,4,1,12
25/03/2013,19:00,Division 1,Castle Snooker Club A,National Association of Railway Clubs A,,,3,2,12
25/03/2013,19:00,Division 1,Shoreham Snooker Club,St. Matthias A,,,3,2,12
25/03/2013,19:00,Division 1,St. Matthias C,Castle Snooker Club B,,,4,1,12
08/04/2013,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club A,,,2,3,12
08/04/2013,19:00,Division 1,National Association of Railway Clubs A,Shoreham Snooker Club,,,2,3,12
08/04/2013,19:00,Division 1,St. Matthias B,St. Matthias C,,,1,4,12
15/04/2013,19:00,Division 1,Castle Snooker Club A,St. Matthias B,,,0,5,12
15/04/2013,19:00,Division 1,National Association of Railway Clubs A,St. Matthias A,,,3,2,12
15/04/2013,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club B,,,2,3,12
10/09/2012,19:00,Division 2,Annunciation Club A,Annunciation Club B,,,2,3,12
10/09/2012,19:00,Division 2,Castle Snooker Club C,Champion House B,,,5,0,12
10/09/2012,19:00,Division 2,Champion House A,Castle Snooker Club E,,,1,4,12
17/09/2012,19:00,Division 2,Annunciation Club B,Castle Snooker Club C,,,3,2,12
17/09/2012,19:00,Division 2,Castle Snooker Club E,Annunciation Club A,,,3,2,12
17/09/2012,19:00,Division 2,Preston Club A,Champion House A,,,3,2,12
24/09/2012,19:00,Division 2,Annunciation Club A,Castle Snooker Club C,,,2,3,12
24/09/2012,19:00,Division 2,Castle Snooker Club E,Preston Club A,,,4,1,12
24/09/2012,19:00,Division 2,Champion House A,Champion House B,,,1,4,12
01/10/2012,19:00,Division 2,Annunciation Club B,Champion House A,,,2,3,12
01/10/2012,19:00,Division 2,Champion House B,Castle Snooker Club E,,,3,2,12
01/10/2012,19:00,Division 2,Preston Club A,Annunciation Club A,,,5,0,12
08/10/2012,19:00,Division 2,Castle Snooker Club E,Annunciation Club B,,,4,1,12
08/10/2012,19:00,Division 2,Champion House A,Castle Snooker Club C,,,1,4,12
08/10/2012,19:00,Division 2,Preston Club A,Champion House B,,,2,3,12
15/10/2012,19:00,Division 2,Annunciation Club B,Preston Club A,,,2,3,12
15/10/2012,19:00,Division 2,Castle Snooker Club C,Castle Snooker Club E,,,3,2,12
15/10/2012,19:00,Division 2,Champion House B,Annunciation Club A,,,3,2,12
22/10/2012,19:00,Division 2,Annunciation Club A,Champion House A,,,2,3,12
22/10/2012,19:00,Division 2,Champion House B,Annunciation Club B,,,4,1,12
22/10/2012,19:00,Division 2,Preston Club A,Castle Snooker Club C,,,2,3,12
29/10/2012,19:00,Division 2,Annunciation Club B,Annunciation Club A,,,2,3,12
29/10/2012,19:00,Division 2,Castle Snooker Club E,Champion House A,,,1,4,12
29/10/2012,19:00,Division 2,Champion House B,Castle Snooker Club C,,,1,4,12
05/11/2012,19:00,Division 2,Annunciation Club A,Castle Snooker Club E,,,1,4,12
05/11/2012,19:00,Division 2,Castle Snooker Club C,Annunciation Club B,,,4,1,12
05/11/2012,19:00,Division 2,Champion House A,Preston Club A,,,,,12
12/11/2012,19:00,Division 2,Castle Snooker Club C,Annunciation Club A,,,4,1,12
12/11/2012,19:00,Division 2,Champion House B,Champion House A,,,0,5,12
12/11/2012,19:00,Division 2,Preston Club A,Castle Snooker Club E,,,2,3,12
19/11/2012,19:00,Division 2,Annunciation Club A,Preston Club A,,,2,3,12
19/11/2012,19:00,Division 2,Castle Snooker Club E,Champion House B,,,5,0,12
19/11/2012,19:00,Division 2,Champion House A,Annunciation Club B,,,3,2,12
26/11/2012,19:00,Division 2,Annunciation Club B,Castle Snooker Club E,,,3,2,12
26/11/2012,19:00,Division 2,Castle Snooker Club C,Champion House A,,,5,0,12
26/11/2012,19:00,Division 2,Champion House B,Preston Club A,,,1,4,12
10/12/2012,19:00,Division 2,Annunciation Club A,Champion House B,,,2,3,12
10/12/2012,19:00,Division 2,Castle Snooker Club E,Castle Snooker Club C,,,3,2,12
10/12/2012,19:00,Division 2,Preston Club A,Annunciation Club B,,,3,2,12
17/12/2012,19:00,Division 2,Annunciation Club B,Champion House B,,,2,3,12
17/12/2012,19:00,Division 2,Castle Snooker Club C,Preston Club A,,,1,4,12
17/12/2012,19:00,Division 2,Champion House A,Annunciation Club A,,,3,2,12
07/01/2013,19:00,Division 2,Annunciation Club A,Annunciation Club B,,,3,2,12
07/01/2013,19:00,Division 2,Castle Snooker Club C,Champion House B,,,3,2,12
07/01/2013,19:00,Division 2,Champion House A,Castle Snooker Club E,,,2,3,12
14/01/2013,19:00,Division 2,Annunciation Club B,Castle Snooker Club C,,,3,2,12
14/01/2013,19:00,Division 2,Castle Snooker Club E,Annunciation Club A,,,5,0,12
14/01/2013,19:00,Division 2,Preston Club A,Champion House A,,,3,2,12
21/01/2013,19:00,Division 2,Annunciation Club A,Castle Snooker Club C,,,2,3,12
21/01/2013,19:00,Division 2,Castle Snooker Club E,Preston Club A,,,5,0,12
21/01/2013,19:00,Division 2,Champion House A,Champion House B,,,1,4,12
28/01/2013,19:00,Division 2,Annunciation Club B,Champion House A,,,2,3,12
28/01/2013,19:00,Division 2,Champion House B,Castle Snooker Club E,,,1,4,12
28/01/2013,19:00,Division 2,Preston Club A,Annunciation Club A,,,3,2,12
04/02/2013,19:00,Division 2,Castle Snooker Club E,Annunciation Club B,,,5,0,12
04/02/2013,19:00,Division 2,Champion House A,Castle Snooker Club C,,,3,2,12
04/02/2013,19:00,Division 2,Preston Club A,Champion House B,,,2,3,12
11/02/2013,19:00,Division 2,Annunciation Club B,Preston Club A,,,1,4,12
11/02/2013,19:00,Division 2,Castle Snooker Club C,Castle Snooker Club E,,,1,4,12
11/02/2013,19:00,Division 2,Champion House B,Annunciation Club A,,,4,1,12
18/02/2013,19:00,Division 2,Annunciation Club A,Champion House A,,,1,4,12
18/02/2013,19:00,Division 2,Champion House B,Annunciation Club B,,,3,2,12
18/02/2013,19:00,Division 2,Preston Club A,Castle Snooker Club C,,,1,4,12
25/02/2013,19:00,Division 2,Annunciation Club B,Annunciation Club A,,,1,4,12
25/02/2013,19:00,Division 2,Castle Snooker Club E,Champion House A,,,3,2,12
25/02/2013,19:00,Division 2,Champion House B,Castle Snooker Club C,,,3,2,12
04/03/2013,19:00,Division 2,Annunciation Club A,Castle Snooker Club E,,,1,4,12
04/03/2013,19:00,Division 2,Castle Snooker Club C,Annunciation Club B,,,4,1,12
04/03/2013,19:00,Division 2,Champion House A,Preston Club A,,,2,3,12
11/03/2013,19:00,Division 2,Castle Snooker Club C,Annunciation Club A,,,3,2,12
11/03/2013,19:00,Division 2,Champion House B,Champion House A,,,4,1,12
11/03/2013,19:00,Division 2,Preston Club A,Castle Snooker Club E,,,2,3,12
18/03/2013,19:00,Division 2,Annunciation Club A,Preston Club A,,,4,1,12
18/03/2013,19:00,Division 2,Castle Snooker Club E,Champion House B,,,2,3,12
18/03/2013,19:00,Division 2,Champion House A,Annunciation Club B,,,2,3,12
25/03/2013,19:00,Division 2,Annunciation Club B,Castle Snooker Club E,,,1,4,12
25/03/2013,19:00,Division 2,Castle Snooker Club C,Champion House A,,,3,2,12
25/03/2013,19:00,Division 2,Champion House B,Preston Club A,,,5,0,12
08/04/2013,19:00,Division 2,Annunciation Club A,Champion House B,,,3,2,12
08/04/2013,19:00,Division 2,Castle Snooker Club E,Castle Snooker Club C,,,3,2,12
08/04/2013,19:00,Division 2,Preston Club A,Annunciation Club B,,,5,0,12
15/04/2013,19:00,Division 2,Annunciation Club B,Champion House B,,,1,4,12
15/04/2013,19:00,Division 2,Castle Snooker Club C,Preston Club A,,,5,0,12
15/04/2013,19:00,Division 2,Champion House A,Annunciation Club A,,,3,2,12
10/09/2012,19:00,Division 3,Champion House C,Moulsecoomb Club A,,,4,1,12
10/09/2012,19:00,Division 3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,,,1,4,12
10/09/2012,19:00,Division 3,Portslade Sports Centre A,National Association of Railway Clubs C,,,5,0,12
17/09/2012,19:00,Division 3,Goldstone Ex-Services Club A,Portslade Sports Centre A,,,1,4,12
17/09/2012,19:00,Division 3,Moulsecoomb Club A,Hove Deep Sea Anglers A,,,2,3,12
17/09/2012,19:00,Division 3,National Association of Railway Clubs C,Rileys A,,,1,4,12
24/09/2012,19:00,Division 3,Champion House C,National Association of Railway Clubs C,,,1,4,12
24/09/2012,19:00,Division 3,Hove Deep Sea Anglers A,Portslade Sports Centre A,,,2,3,12
24/09/2012,19:00,Division 3,Rileys A,Goldstone Ex-Services Club A,,,1,4,12
01/10/2012,19:00,Division 3,Goldstone Ex-Services Club A,Champion House C,,,4,1,12
01/10/2012,19:00,Division 3,National Association of Railway Clubs C,Moulsecoomb Club A,,,3,2,12
01/10/2012,19:00,Division 3,Portslade Sports Centre A,Rileys A,,,5,0,12
08/10/2012,19:00,Division 3,Champion House C,Portslade Sports Centre A,,,2,3,12
08/10/2012,19:00,Division 3,Hove Deep Sea Anglers A,Rileys A,,,3,2,12
08/10/2012,19:00,Division 3,Moulsecoomb Club A,Goldstone Ex-Services Club A,,,3,2,12
15/10/2012,19:00,Division 3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,,,2,3,12
15/10/2012,19:00,Division 3,Portslade Sports Centre A,Moulsecoomb Club A,,,2,3,12
15/10/2012,19:00,Division 3,Rileys A,Champion House C,,,3,2,12
22/10/2012,19:00,Division 3,Hove Deep Sea Anglers A,Champion House C,,,2,3,12
22/10/2012,19:00,Division 3,Moulsecoomb Club A,Rileys A,,,4,1,12
22/10/2012,19:00,Division 3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,,,3,2,12
29/10/2012,19:00,Division 3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,,,4,1,12
29/10/2012,19:00,Division 3,Moulsecoomb Club A,Champion House C,,,3,2,12
29/10/2012,19:00,Division 3,National Association of Railway Clubs C,Portslade Sports Centre A,,,0,5,12
05/11/2012,19:00,Division 3,Hove Deep Sea Anglers A,Moulsecoomb Club A,,,4,1,12
05/11/2012,19:00,Division 3,Portslade Sports Centre A,Goldstone Ex-Services Club A,,,5,0,12
05/11/2012,19:00,Division 3,Rileys A,National Association of Railway Clubs C,,,4,1,12
12/11/2012,19:00,Division 3,Goldstone Ex-Services Club A,Rileys A,,,0,5,12
12/11/2012,19:00,Division 3,National Association of Railway Clubs C,Champion House C,,,4,1,12
12/11/2012,19:00,Division 3,Portslade Sports Centre A,Hove Deep Sea Anglers A,,,4,1,12
19/11/2012,19:00,Division 3,Champion House C,Goldstone Ex-Services Club A,,,2,3,12
19/11/2012,19:00,Division 3,Moulsecoomb Club A,National Association of Railway Clubs C,,,3,2,12
19/11/2012,19:00,Division 3,Rileys A,Portslade Sports Centre A,,,2,3,12
26/11/2012,19:00,Division 3,Goldstone Ex-Services Club A,Moulsecoomb Club A,,,1,4,12
26/11/2012,19:00,Division 3,Portslade Sports Centre A,Champion House C,,,4,1,12
26/11/2012,19:00,Division 3,Rileys A,Hove Deep Sea Anglers A,,,1,4,12
10/12/2012,19:00,Division 3,Champion House C,Rileys A,,,2,3,12
10/12/2012,19:00,Division 3,Hove Deep Sea Anglers A,National Association of Railway Clubs C,,,5,0,12
10/12/2012,19:00,Division 3,Moulsecoomb Club A,Portslade Sports Centre A,,,3,2,12
17/12/2012,19:00,Division 3,Champion House C,Hove Deep Sea Anglers A,,,4,1,12
17/12/2012,19:00,Division 3,Goldstone Ex-Services Club A,National Association of Railway Clubs C,,,4,1,12
17/12/2012,19:00,Division 3,Rileys A,Moulsecoomb Club A,,,4,1,12
07/01/2013,19:00,Division 3,Champion House C,Moulsecoomb Club A,,,1,4,12
07/01/2013,19:00,Division 3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,,,4,1,12
07/01/2013,19:00,Division 3,Portslade Sports Centre A,National Association of Railway Clubs C,,,4,1,12
14/01/2013,19:00,Division 3,Goldstone Ex-Services Club A,Portslade Sports Centre A,,,1,4,12
14/01/2013,19:00,Division 3,Moulsecoomb Club A,Hove Deep Sea Anglers A,,,2,3,12
14/01/2013,19:00,Division 3,National Association of Railway Clubs C,Rileys A,,,4,1,12
21/01/2013,19:00,Division 3,Champion House C,National Association of Railway Clubs C,,,1,4,12
21/01/2013,19:00,Division 3,Hove Deep Sea Anglers A,Portslade Sports Centre A,,,2,3,12
21/01/2013,19:00,Division 3,Rileys A,Goldstone Ex-Services Club A,,,4,1,12
28/01/2013,19:00,Division 3,Goldstone Ex-Services Club A,Champion House C,,,4,1,12
28/01/2013,19:00,Division 3,National Association of Railway Clubs C,Moulsecoomb Club A,,,3,2,12
28/01/2013,19:00,Division 3,Portslade Sports Centre A,Rileys A,,,3,2,12
04/02/2013,19:00,Division 3,Champion House C,Portslade Sports Centre A,,,1,4,12
04/02/2013,19:00,Division 3,Hove Deep Sea Anglers A,Rileys A,,,5,0,12
04/02/2013,19:00,Division 3,Moulsecoomb Club A,Goldstone Ex-Services Club A,,,3,2,12
11/02/2013,19:00,Division 3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,,,2,3,12
11/02/2013,19:00,Division 3,Portslade Sports Centre A,Moulsecoomb Club A,,,4,1,12
11/02/2013,19:00,Division 3,Rileys A,Champion House C,,,3,2,12
18/02/2013,19:00,Division 3,Hove Deep Sea Anglers A,Champion House C,,,2,3,12
18/02/2013,19:00,Division 3,Moulsecoomb Club A,Rileys A,,,5,0,12
18/02/2013,19:00,Division 3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,,,3,2,12
25/02/2013,19:00,Division 3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,,,3,2,12
