Date dd/mm/yyyy,Time HH:MM,Division,Home Team,Away Team,Venue,Pitch,Home Score,Away Score,Season
30/01/2012,19:00,Division 3,Southwick Sports B,Goldstone Ex-Services Club A,,,3,2,11
06/02/2012,19:00,Division 3,Annunciation Club B,Goldstone Ex-Services Club A,,,4,1,11
06/02/2012,19:00,Division 3,Champion House C,Southwick Sports B,,,3,2,11
06/02/2012,19:00,Division 3,Moulsecoomb Club B,Castle Snooker Club E,,,4,1,11
13/02/2012,19:00,Division 3,Goldstone Ex-Services Club A,Champion House C,,,2,3,11
13/02/2012,19:00,Division 3,Hove Deep Sea Anglers A,Annunciation Club B,,,2,3,11
13/02/2012,19:00,Division 3,Southwick Sports B,Moulsecoomb Club B,,,2,3,11
20/02/2012,19:00,Division 3,Annunciation Club B,Champion House C,,,2,3,11
20/02/2012,19:00,Division 3,Hove Deep Sea Anglers A,Castle Snooker Club E,,,5,0,11
20/02/2012,19:00,Division 3,Moulsecoomb Club B,Goldstone Ex-Services Club A,,,1,4,11
27/02/2012,19:00,Division 3,Castle Snooker Club E,Annunciation Club B,,,2,3,11
27/02/2012,19:00,Division 3,Hove Deep Sea Anglers A,Southwick Sports B,,,1,4,11
27/02/2012,19:00,Division 3,Moulsecoomb Club B,Champion House C,,,1,4,11
05/03/2012,19:00,Division 3,Annunciation Club B,Moulsecoomb Club B,,,4,1,11
05/03/2012,19:00,Division 3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,,,3,2,11
05/03/2012,19:00,Division 3,Southwick Sports B,Castle Snooker Club E,,,2,3,11
12/03/2012,19:00,Division 3,Castle Snooker Club E,Goldstone Ex-Services Club A,,,5,0,11
12/03/2012,19:00,Division 3,Hove Deep Sea Anglers A,Champion House C,,,4,1,11
12/03/2012,19:00,Division 3,Southwick Sports B,Annunciation Club B,,,0,5,11
19/03/2012,19:00,Division 3,Champion House C,Castle Snooker Club E,,,3,2,11
19/03/2012,19:00,Division 3,Goldstone Ex-Services Club A,Southwick Sports B,,,2,3,11
19/03/2012,19:00,Division 3,Moulsecoomb Club B,Hove Deep Sea Anglers A,,,3,2,11
26/03/2012,19:00,Division 3,Castle Snooker Club E,Moulsecoomb Club B,,,4,1,11
26/03/2012,19:00,Division 3,Goldstone Ex-Services Club A,Annunciation Club B,,,3,2,11
26/03/2012,19:00,Division 3,Southwick Sports B,Champion House C,,,3,2,11
02/04/2012,19:00,Division 3,Annunciation Club B,Hove Deep Sea Anglers A,,,2,3,11
02/04/2012,19:00,Division 3,Champion House C,Goldstone Ex-Services Club A,,,2,3,11
02/04/2012,19:00,Division 3,Moulsecoomb Club B,Southwick Sports B,,,2,3,11
16/04/2012,19:00,Division 3,Castle Snooker Club E,Hove Deep Sea Anglers A,,,3,2,11
16/04/2012,19:00,Division 3,Champion House C,Annunciation Club B,,,2,3,11
16/04/2012,19:00,Division 3,Goldstone Ex-Services Club A,Moulsecoomb Club B,,,2,3,11
05/09/2011,19:00,Division 4,Castle Snooker Club D,Southwick Sports C,,,3,2,11
05/09/2011,19:00,Division 4,Moulsecoomb Club C,Rileys,,,2,3,11
05/09/2011,19:00,Division 4,National Association of Railway Clubs C,National Association of Railway Clubs B,,,1,4,11
12/09/2011,19:00,Division 4,National Association of Railway Clubs B,Castle Snooker Club D,,,2,3,11
12/09/2011,19:00,Division 4,Rileys,National Association of Railway Clubs C,,,3,2,11
12/09/2011,19:00,Division 4,St. Matthias D,Moulsecoomb Club C,,,2,3,11
19/09/2011,19:00,Division 4,Castle Snooker Club D,Rileys,,,1,4,11
19/09/2011,19:00,Division 4,National Association of Railway Clubs C,St. Matthias D,,,2,3,11
19/09/2011,19:00,Division 4,Southwick Sports C,National Association of Railway Clubs B,,,2,3,11
26/09/2011,19:00,Division 4,Moulsecoomb Club C,National Association of Railway Clubs C,,,0,5,11
26/09/2011,19:00,Division 4,Rileys,Southwick Sports C,,,2,3,11
26/09/2011,19:00,Division 4,St. Matthias D,Castle Snooker Club D,,,2,3,11
03/10/2011,19:00,Division 4,Castle Snooker Club D,Moulsecoomb Club C,,,,,11
03/10/2011,19:00,Division 4,National Association of Railway Clubs B,Rileys,,,1,4,11
03/10/2011,19:00,Division 4,Southwick Sports C,St. Matthias D,,,2,3,11
10/10/2011,19:00,Division 4,Moulsecoomb Club C,Southwick Sports C,,,3,2,11
10/10/2011,19:00,Division 4,National Association of Railway Clubs C,Castle Snooker Club D,,,2,3,11
10/10/2011,19:00,Division 4,St. Matthias D,National Association of Railway Clubs B,,,5,0,11
17/10/2011,19:00,Division 4,National Association of Railway Clubs B,Moulsecoomb Club C,,,1,4,11
17/10/2011,19:00,Division 4,Rileys,St. Matthias D,,,3,2,11
17/10/2011,19:00,Division 4,Southwick Sports C,National Association of Railway Clubs C,,,2,3,11
24/10/2011,19:00,Division 4,National Association of Railway Clubs B,National Association of Railway Clubs C,,,1,4,11
24/10/2011,19:00,Division 4,Rileys,Moulsecoomb Club C,,,5,0,11
24/10/2011,19:00,Division 4,Southwick Sports C,Castle Snooker Club D,,,2,3,11
31/10/2011,19:00,Division 4,Castle Snooker Club D,National Association of Railway Clubs B,,,2,3,11
31/10/2011,19:00,Division 4,Moulsecoomb Club C,St. Matthias D,,,0,5,11
31/10/2011,19:00,Division 4,National Association of Railway Clubs C,Rileys,,,2,3,11
07/11/2011,19:00,Division 4,National Association of Railway Clubs B,Southwick Sports C,,,4,1,11
07/11/2011,19:00,Division 4,Rileys,Castle Snooker Club D,,,3,2,11
07/11/2011,19:00,Division 4,St. Matthias D,National Association of Railway Clubs C,,,1,4,11
14/11/2011,19:00,Division 4,Castle Snooker Club D,St. Matthias D,,,4,1,11
14/11/2011,19:00,Division 4,National Association of Railway Clubs C,Moulsecoomb Club C,,,2,3,11
14/11/2011,19:00,Division 4,Southwick Sports C,Rileys,,,2,3,11
21/11/2011,19:00,Division 4,Moulsecoomb Club C,Castle Snooker Club D,,,5,0,11
21/11/2011,19:00,Division 4,Rileys,National Association of Railway Clubs B,,,5,0,11
21/11/2011,19:00,Division 4,St. Matthias D,Southwick Sports C,,,3,2,11
05/12/2011,19:00,Division 4,Castle Snooker Club D,National Association of Railway Clubs C,,,2,3,11
05/12/2011,19:00,Division 4,National Association of Railway Clubs B,St. Matthias D,,,3,2,11
05/12/2011,19:00,Division 4,Southwick Sports C,Moulsecoomb Club C,,,2,3,11
12/12/2011,19:00,Division 4,Moulsecoomb Club C,National Association of Railway Clubs B,,,3,2,11
12/12/2011,19:00,Division 4,National Association of Railway Clubs C,Southwick Sports C,,,2,3,11
12/12/2011,19:00,Division 4,St. Matthias D,Rileys,,,3,2,11
09/01/2012,19:00,Division 4,Castle Snooker Club D,Southwick Sports C,,,3,2,11
09/01/2012,19:00,Division 4,Moulsecoomb Club C,Rileys,,,3,2,11
09/01/2012,19:00,Division 4,National Association of Railway Clubs C,National Association of Railway Clubs B,,,3,2,11
16/01/2012,19:00,Division 4,National Association of Railway Clubs B,Castle Snooker Club D,,,1,4,11
16/01/2012,19:00,Division 4,Rileys,National Association of Railway Clubs C,,,3,2,11
16/01/2012,19:00,Division 4,St. Matthias D,Moulsecoomb Club C,,,3,2,11
23/01/2012,19:00,Division 4,Castle Snooker Club D,Rileys,,,3,2,11
23/01/2012,19:00,Division 4,National Association of Railway Clubs C,St. Matthias D,,,4,1,11
23/01/2012,19:00,Division 4,Southwick Sports C,National Association of Railway Clubs B,,,4,1,11
30/01/2012,19:00,Division 4,Moulsecoomb Club C,National Association of Railway Clubs C,,,2,3,11
30/01/2012,19:00,Division 4,Rileys,Southwick Sports C,,,4,1,11
30/01/2012,19:00,Division 4,St. Matthias D,Castle Snooker Club D,,,2,3,11
06/02/2012,19:00,Division 4,Castle Snooker Club D,Moulsecoomb Club C,,,2,3,11
06/02/2012,19:00,Division 4,National Association of Railway Clubs B,Rileys,,,2,3,11
06/02/2012,19:00,Division 4,Southwick Sports C,St. Matthias D,,,4,1,11
13/02/2012,19:00,Division 4,Moulsecoomb Club C,Southwick Sports C,,,2,3,11
13/02/2012,19:00,Division 4,National Association of Railway Clubs C,Castle Snooker Club D,,,3,2,11
13/02/2012,19:00,Division 4,St. Matthias D,National Association of Railway Clubs B,,,2,3,11
20/02/2012,19:00,Division 4,National Association of Railway Clubs B,Moulsecoomb Club C,,,2,3,11
20/02/2012,19:00,Division 4,Rileys,St. Matthias D,,,3,2,11
20/02/2012,19:00,Division 4,Southwick Sports C,National Association of Railway Clubs C,,,4,1,11
27/02/2012,19:00,Division 4,National Association of Railway Clubs B,National Association of Railway Clubs C,,,3,2,11
27/02/2012,19:00,Division 4,Rileys,Moulsecoomb Club C,,,2,3,11
27/02/2012,19:00,Division 4,Southwick Sports C,Castle Snooker Club D,,,3,2,11
05/03/2012,19:00,Division 4,Castle Snooker Club D,National Association of Railway Clubs B,,,4,1,11
05/03/2012,19:00,Division 4,Moulsecoomb Club C,St. Matthias D,,,3,2,11
05/03/2012,19:00,Division 4,National Association of Railway Clubs C,Rileys,,,3,2,11
12/03/2012,19:00,Division 4,National Association of Railway Clubs B,Southwick Sports C,,,1,4,11
12/03/2012,19:00,Division 4,Rileys,Castle Snooker Club D,,,1,4,11
12/03/2012,19:00,Division 4,St. Matthias D,National Association of Railway Clubs C,,,2,3,11
19/03/2012,19:00,Division 4,Castle Snooker Club D,St. Matthias D,,,3,2,11
19/03/2012,19:00,Division 4,National Association of Railway Clubs C,Moulsecoomb Club C,,,2,3,11
19/03/2012,19:00,Division 4,Southwick Sports C,Rileys,,,3,2,11
26/03/2012,19:00,Division 4,Moulsecoomb Club C,Castle Snooker Club D,,,3,2,11
26/03/2012,19:00,Division 4,Rileys,National Association of Railway Clubs B,,,1,4,11
26/03/2012,19:00,Division 4,St. Matthias D,Southwick Sports C,,,3,2,11
02/04/2012,19:00,Division 4,Castle Snooker Club D,National Association of Railway Clubs C,,,2,3,11
02/04/2012,19:00,Division 4,National Association of Railway Clubs B,St. Matthias D,,,2,3,11
02/04/2012,19:00,Division 4,Southwick Sports C,Moulsecoomb Club C,,,2,3,11
16/04/2012,19:00,Division 4,Moulsecoomb Club C,National Association of Railway Clubs B,,,4,1,11
16/04/2012,19:00,Division 4,National Association of Railway Clubs C,Southwick Sports C,,,5,0,11
16/04/2012,19:00,Division 4,St. Matthias D,Rileys,,,2,3,11
05/09/2011,19:00,Division 5,Brighton Trades Labour Club A,Portslade Royal British Legion,,,3,2,11
05/09/2011,19:00,Division 5,Castle Snooker Club F,Goldstone Ex-Services Club B,,,3,2,11
05/09/2011,19:00,Division 5,Hove Deep Sea Anglers B,Moulsecoomb Club D,,,3,2,11
05/09/2011,19:00,Division 5,Portslade Sports Centre A,Shoreham Royal British Legion B,,,3,2,11
12/09/2011,19:00,Division 5,Goldstone Ex-Services Club B,Hove Deep Sea Anglers B,,,3,2,11
12/09/2011,19:00,Division 5,Moulsecoomb Club D,Brighton Trades Labour Club A,,,3,2,11
12/09/2011,19:00,Division 5,Portslade Royal British Legion,Portslade Sports Centre A,,,2,3,11
12/09/2011,19:00,Division 5,Shoreham Royal British Legion B,Castle Snooker Club F,,,3,2,11
19/09/2011,19:00,Division 5,Brighton Trades Labour Club A,Portslade Sports Centre A,,,2,3,11
19/09/2011,19:00,Division 5,Castle Snooker Club F,Portslade Royal British Legion,,,3,2,11
19/09/2011,19:00,Division 5,Hove Deep Sea Anglers B,Shoreham Royal British Legion B,,,2,3,11
19/09/2011,19:00,Division 5,Moulsecoomb Club D,Goldstone Ex-Services Club B,,,3,2,11
26/09/2011,19:00,Division 5,Goldstone Ex-Services Club B,Brighton Trades Labour Club A,,,3,2,11
26/09/2011,19:00,Division 5,Portslade Royal British Legion,Hove Deep Sea Anglers B,,,4,1,11
26/09/2011,19:00,Division 5,Portslade Sports Centre A,Castle Snooker Club F,,,4,1,11
26/09/2011,19:00,Division 5,Shoreham Royal British Legion B,Moulsecoomb Club D,,,2,3,11
03/10/2011,19:00,Division 5,Brighton Trades Labour Club A,Castle Snooker Club F,,,3,2,11
03/10/2011,19:00,Division 5,Goldstone Ex-Services Club B,Shoreham Royal British Legion B,,,2,3,11
03/10/2011,19:00,Division 5,Hove Deep Sea Anglers B,Portslade Sports Centre A,,,0,5,11
03/10/2011,19:00,Division 5,Moulsecoomb Club D,Portslade Royal British Legion,,,3,2,11
10/10/2011,19:00,Division 5,Castle Snooker Club F,Hove Deep Sea Anglers B,,,3,2,11
10/10/2011,19:00,Division 5,Portslade Royal British Legion,Goldstone Ex-Services Club B,,,3,2,11
10/10/2011,19:00,Division 5,Portslade Sports Centre A,Moulsecoomb Club D,,,4,1,11
10/10/2011,19:00,Division 5,Shoreham Royal British Legion B,Brighton Trades Labour Club A,,,1,4,11
17/10/2011,19:00,Division 5,Brighton Trades Labour Club A,Hove Deep Sea Anglers B,,,2,3,11
17/10/2011,19:00,Division 5,Goldstone Ex-Services Club B,Portslade Sports Centre A,,,4,1,11
17/10/2011,19:00,Division 5,Moulsecoomb Club D,Castle Snooker Club F,,,1,4,11
17/10/2011,19:00,Division 5,Shoreham Royal British Legion B,Portslade Royal British Legion,,,1,4,11
24/10/2011,19:00,Division 5,Goldstone Ex-Services Club B,Castle Snooker Club F,,,3,2,11
24/10/2011,19:00,Division 5,Moulsecoomb Club D,Hove Deep Sea Anglers B,,,4,1,11
24/10/2011,19:00,Division 5,Portslade Royal British Legion,Brighton Trades Labour Club A,,,3,2,11
24/10/2011,19:00,Division 5,Shoreham Royal British Legion B,Portslade Sports Centre A,,,2,3,11
31/10/2011,19:00,Division 5,Brighton Trades Labour Club A,Moulsecoomb Club D,,,3,2,11
31/10/2011,19:00,Division 5,Castle Snooker Club F,Shoreham Royal British Legion B,,,0,5,11
31/10/2011,19:00,Division 5,Hove Deep Sea Anglers B,Goldstone Ex-Services Club B,,,2,3,11
31/10/2011,19:00,Division 5,Portslade Sports Centre A,Portslade Royal British Legion,,,4,1,11
07/11/2011,19:00,Division 5,Goldstone Ex-Services Club B,Moulsecoomb Club D,,,5,0,11
07/11/2011,19:00,Division 5,Portslade Royal British Legion,Castle Snooker Club F,,,1,4,11
07/11/2011,19:00,Division 5,Portslade Sports Centre A,Brighton Trades Labour Club A,,,5,0,11
07/11/2011,19:00,Division 5,Shoreham Royal British Legion B,Hove Deep Sea Anglers B,,,1,4,11
14/11/2011,19:00,Division 5,Brighton Trades Labour Club A,Goldstone Ex-Services Club B,,,3,2,11
14/11/2011,19:00,Division 5,Castle Snooker Club F,Portslade Sports Centre A,,,1,4,11
14/11/2011,19:00,Division 5,Hove Deep Sea Anglers B,Portslade Royal British Legion,,,4,1,11
14/11/2011,19:00,Division 5,Moulsecoomb Club D,Shoreham Royal British Legion B,,,2,3,11
21/11/2011,19:00,Division 5,Castle Snooker Club F,Brighton Trades Labour Club A,,,2,3,11
21/11/2011,19:00,Division 5,Portslade Royal British Legion,Moulsecoomb Club D,,,2,3,11
21/11/2011,19:00,Division 5,Portslade Sports Centre A,Hove Deep Sea Anglers B,,,2,3,11
21/11/2011,19:00,Division 5,Shoreham Royal British Legion B,Goldstone Ex-Services Club B,,,3,2,11
05/12/2011,19:00,Division 5,Brighton Trades Labour Club A,Shoreham Royal British Legion B,,,2,3,11
05/12/2011,19:00,Division 5,Goldstone Ex-Services Club B,Portslade Royal British Legion,,,4,1,11
05/12/2011,19:00,Division 5,Hove Deep Sea Anglers B,Castle Snooker Club F,,,2,3,11
05/12/2011,19:00,Division 5,Moulsecoomb Club D,Portslade Sports Centre A,,,1,4,11
12/12/2011,19:00,Division 5,Castle Snooker Club F,Moulsecoomb Club D,,,4,1,11
12/12/2011,19:00,Division 5,Hove Deep Sea Anglers B,Brighton Trades Labour Club A,,,2,3,11
12/12/2011,19:00,Division 5,Portslade Royal British Legion,Shoreham Royal British Legion B,,,2,3,11
12/12/2011,19:00,Division 5,Portslade Sports Centre A,Goldstone Ex-Services Club B,,,3,2,11
09/01/2012,19:00,Division 5,Brighton Trades Labour Club A,Portslade Royal British Legion,,,2,3,11
09/01/2012,19:00,Division 5,Castle Snooker Club F,Goldstone Ex-Services Club B,,,2,2,11
09/01/2012,19:00,Division 5,Hove Deep Sea Anglers B,Moulsecoomb Club D,,,4,1,11
09/01/2012,19:00,Division 5,Portslade Sports Centre A,Shoreham Royal British Legion B,,,3,2,11
16/01/2012,19:00,Division 5,Goldstone Ex-Services Club B,Hove Deep Sea Anglers B,,,2,3,11
16/01/2012,19:00,Division 5,Moulsecoomb Club D,Brighton Trades Labour Club A,,,3,2,11
16/01/2012,19:00,Division 5,Portslade Royal British Legion,Portslade Sports Centre A,,,1,4,11
16/01/2012,19:00,Division 5,Shoreham Royal British Legion B,Castle Snooker Club F,,,2,3,11
23/01/2012,19:00,Division 5,Brighton Trades Labour Club A,Portslade Sports Centre A,,,1,4,11
23/01/2012,19:00,Division 5,Castle Snooker Club F,Portslade Royal British Legion,,,3,2,11
23/01/2012,19:00,Division 5,Hove Deep Sea Anglers B,Shoreham Royal British Legion B,,,2,3,11
23/01/2012,19:00,Division 5,Moulsecoomb Club D,Goldstone Ex-Services Club B,,,2,3,11
30/01/2012,19:00,Division 5,Goldstone Ex-Services Club B,Brighton Trades Labour Club A,,,4,1,11
30/01/2012,19:00,Division 5,Portslade Royal British Legion,Hove Deep Sea Anglers B,,,1,4,11
30/01/2012,19:00,Division 5,Portslade Sports Centre A,Castle Snooker Club F,,,4,1,11
30/01/2012,19:00,Division 5,Shoreham Royal British Legion B,Moulsecoomb Club D,,,3,2,11
06/02/2012,19:00,Division 5,Brighton Trades Labour Club A,Castle Snooker Club F,,,3,2,11
06/02/2012,19:00,Division 5,Goldstone Ex-Services Club B,Shoreham Royal British Legion B,,,2,3,11
06/02/2012,19:00,Division 5,Hove Deep Sea Anglers B,Portslade Sports Centre A,,,1,4,11
06/02/2012,19:00,Division 5,Moulsecoomb Club D,Portslade Royal British Legion,,,2,3,11
13/02/2012,19:00,Division 5,Castle Snooker Club F,Hove Deep Sea Anglers B,,,3,2,11
13/02/2012,19:00,Division 5,Portslade Royal British Legion,Goldstone Ex-Services Club B,,,2,3,11
13/02/2012,19:00,Division 5,Portslade Sports Centre A,Moulsecoomb Club D,,,3,2,11
13/02/2012,19:00,Division 5,Shoreham Royal British Legion B,Brighton Trades Labour Club A,,,5,0,11
20/02/2012,19:00,Division 5,Brighton Trades Labour Club A,Hove Deep Sea Anglers B,,,4,1,11
20/02/2012,19:00,Division 5,Goldstone Ex-Services Club B,Portslade Sports Centre A,,,2,3,11
20/02/2012,19:00,Division 5,Moulsecoomb Club D,Castle Snooker Club F,,,1,4,11
20/02/2012,19:00,Division 5,Shoreham Royal British Legion B,Portslade Royal British Legion,,,4,1,11
27/02/2012,19:00,Division 5,Goldstone Ex-Services Club B,Castle Snooker Club F,,,2,3,11
27/02/2012,19:00,Division 5,Moulsecoomb Club D,Hove Deep Sea Anglers B,,,2,3,11
27/02/2012,19:00,Division 5,Portslade Royal British Legion,Brighton Trades Labour Club A,,,2,3,11
27/02/2012,19:00,Division 5,Shoreham Royal British Legion B,Portslade Sports Centre A,,,1,4,11
05/03/2012,19:00,Division 5,Brighton Trades Labour Club A,Moulsecoomb Club D,,,3,2,11
05/03/2012,19:00,Division 5,Castle Snooker Club F,Shoreham Royal British Legion B,,,2,3,11
05/03/2012,19:00,Division 5,Hove Deep Sea Anglers B,Goldstone Ex-Services Club B,,,4,1,11
05/03/2012,19:00,Division 5,Portslade Sports Centre A,Portslade Royal British Legion,,,3,2,11
12/03/2012,19:00,Division 5,Goldstone Ex-Services Club B,Moulsecoomb Club D,,,1,4,11
12/03/2012,19:00,Division 5,Portslade Royal British Legion,Castle Snooker Club F,,,2,3,11
12/03/2012,19:00,Division 5,Portslade Sports Centre A,Brighton Trades Labour Club A,,,5,0,11
12/03/2012,19:00,Division 5,Shoreham Royal British Legion B,Hove Deep Sea Anglers B,,,3,2,11
19/03/2012,19:00,Division 5,Brighton Trades Labour Club A,Goldstone Ex-Services Club B,,,3,2,11
19/03/2012,19:00,Division 5,Castle Snooker Club F,Portslade Sports Centre A,,,1,4,11
19/03/2012,19:00,Division 5,Hove Deep Sea Anglers B,Portslade Royal British Legion,,,2,3,11
19/03/2012,19:00,Division 5,Moulsecoomb Club D,Shoreham Royal British Legion B,,,4,1,11
26/03/2012,19:00,Division 5,Castle Snooker Club F,Brighton Trades Labour Club A,,,1,4,11
26/03/2012,19:00,Division 5,Portslade Royal British Legion,Moulsecoomb Club D,,,4,1,11
26/03/2012,19:00,Division 5,Portslade Sports Centre A,Hove Deep Sea Anglers B,,,4,1,11
26/03/2012,19:00,Division 5,Shoreham Royal British Legion B,Goldstone Ex-Services Club B,,,2,3,11
02/04/2012,19:00,Division 5,Brighton Trades Labour Club A,Shoreham Royal British Legion B,,,5,0,11
02/04/2012,19:00,Division 5,Goldstone Ex-Services Club B,Portslade Royal British Legion,,,4,1,11
02/04/2012,19:00,Division 5,Hove Deep Sea Anglers B,Castle Snooker Club F,,,0,5,11
02/04/2012,19:00,Division 5,Moulsecoomb Club D,Portslade Sports Centre A,,,1,4,11
16/04/2012,19:00,Division 5,Castle Snooker Club F,Moulsecoomb Club D,,,3,2,11
16/04/2012,19:00,Division 5,Hove Deep Sea Anglers B,Brighton Trades Labour Club A,,,5,0,11
16/04/2012,19:00,Division 5,Portslade Royal British Legion,Shoreham Royal British Legion B,,,2,3,11
16/04/2012,19:00,Division 5,Portslade Sports Centre A,Goldstone Ex-Services Club B,,,2,3,11
