fixture_date,season,division,home_team,away_team,home_score,away_score
2014-04-07,13,1,Shoreham Snooker Club,Castle Snooker Club B,4,0
2013-09-09,13,2,Champion House A,Castle Snooker Club D,3,2
2013-09-09,13,2,Preston Club A,Annunciation Club,3,2
2013-09-16,13,2,Annunciation Club,Castle Snooker Club C,1,4
2013-09-16,13,2,Castle Snooker Club D,Preston Club A,5,0
2013-09-16,13,2,Champion House B,Portslade Sports Centre A,2,3
2013-09-23,13,2,Champion House A,Champion House B,2,3
2013-09-23,13,2,Portslade Sports Centre A,Annunciation Club,4,1
2013-09-30,13,2,Annunciation Club,Champion House A,2,3
2013-10-07,13,2,Castle Snooker Club D,Annunciation Club,5,0
2013-10-07,13,2,Preston Club A,Portslade Sports Centre A,3,2
2013-10-14,13,2,Castle Snooker Club C,Castle Snooker Club D,0,5
2013-10-14,13,2,Champion House B,Preston Club A,2,3
2013-10-14,13,2,Portslade Sports Centre A,Champion House A,4,1
2013-10-21,13,2,Castle Snooker Club D,Portslade Sports Centre A,2,3
2013-10-21,13,2,Champion House B,Annunciation Club,3,2
2013-10-21,13,2,Preston Club A,Champion House A,NA,NA
2013-10-28,13,2,Annunciation Club,Preston Club A,2,3
2013-10-28,13,2,Castle Snooker Club D,Champion House A,2,3
2013-10-28,13,2,Champion House B,Castle Snooker Club C,1,4
2013-11-04,13,2,Castle Snooker Club C,Annunciation Club,4,1
2013-11-04,13,2,Preston Club A,Castle Snooker Club D,3,2
2013-11-11,13,2,Annunciation Club,Portslade Sports Centre A,0,5
2013-11-11,13,2,Champion House B,Champion House A,3,2
2013-11-18,13,2,Champion House A,Annunciation Club,3,2
2013-11-18,13,2,Portslade Sports Centre A,Castle Snooker Club C,4,1
2013-11-25,13,2,Annunciation Club,Castle Snooker Club D,1,4
2013-11-25,13,2,Castle Snooker Club C,Champion House A,2,3
2013-11-25,13,2,Portslade Sports Centre A,Preston Club A,4,1
2013-12-09,13,2,Castle Snooker Club D,Castle Snooker Club C,3,2
2013-12-09,13,2,Champion House A,Portslade Sports Centre A,2,3
2013-12-09,13,2,Preston Club A,Champion House B,NA,NA
2013-12-16,13,2,Annunciation Club,Champion House B,2,3
2013-12-16,13,2,Champion House A,Preston Club A,3,2
2013-12-16,13,2,Portslade Sports Centre A,Castle Snooker Club D,NA,NA
2014-01-06,13,2,Castle Snooker Club C,Champion House B,5,0
2014-01-06,13,2,Champion House A,Castle Snooker Club D,1,4
2014-01-06,13,2,Preston Club A,Annunciation Club,3,2
2014-01-13,13,2,Annunciation Club,Castle Snooker Club C,2,3
2014-01-13,13,2,Castle Snooker Club D,Preston Club A,4,1
2014-01-13,13,2,Champion House B,Portslade Sports Centre A,0,5
2014-01-20,13,2,Champion House A,Champion House B,2,3
2014-01-20,13,2,Portslade Sports Centre A,Annunciation Club,5,0
2014-01-27,13,2,Annunciation Club,Champion House A,2,3
2014-01-27,13,2,Champion House B,Castle Snooker Club D,2,3
2014-02-03,13,2,Castle Snooker Club D,Annunciation Club,3,2
2014-02-03,13,2,Champion House A,Castle Snooker Club C,3,2
2014-02-03,13,2,Preston Club A,Portslade Sports Centre A,2,3
2014-02-10,13,2,Castle Snooker Club C,Castle Snooker Club D,1,4
2014-02-10,13,2,Champion House B,Preston Club A,NA,NA
2014-02-10,13,2,Portslade Sports Centre A,Champion House A,4,1
2014-02-17,13,2,Castle Snooker Club D,Portslade Sports Centre A,4,1
2014-02-17,13,2,Champion House B,Annunciation Club,3,2
2014-02-24,13,2,Annunciation Club,Preston Club A,1,4
2014-02-24,13,2,Castle Snooker Club D,Champion House A,4,1
2014-02-24,13,2,Champion House B,Castle Snooker Club C,2,3
2014-03-03,13,2,Castle Snooker Club C,Annunciation Club,4,1
2014-03-03,13,2,Preston Club A,Castle Snooker Club D,2,3
2014-03-10,13,2,Annunciation Club,Portslade Sports Centre A,4,1
2014-03-10,13,2,Castle Snooker Club C,Preston Club A,4,1
2014-03-10,13,2,Champion House B,Champion House A,3,2
2014-03-17,13,2,Castle Snooker Club D,Champion House B,5,0
2014-03-17,13,2,Champion House A,Annunciation Club,2,3
2014-03-17,13,2,Portslade Sports Centre A,Castle Snooker Club C,2,3
2014-03-24,13,2,Annunciation Club,Castle Snooker Club D,2,3
2014-03-24,13,2,Castle Snooker Club C,Champion House A,4,1
2014-03-24,13,2,Portslade Sports Centre A,Preston Club A,5,0
2014-03-31,13,2,Castle Snooker Club D,Castle Snooker Club C,4,1
2014-03-31,13,2,Champion House A,Portslade Sports Centre A,2,3
2014-03-31,13,2,Preston Club A,Champion House B,5,0
2014-04-07,13,2,Annunciation Club,Champion House B,2,3
2014-04-07,13,2,Champion House A,Preston Club A,3,2
2014-04-07,13,2,Portslade Sports Centre A,Castle Snooker Club D,3,2
2013-09-09,13,3,Castle Snooker Club E,National Association of Railway Clubs C,3,2
2013-09-09,13,3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,2,3
2013-09-16,13,3,Goldstone Ex-Services Club A,Castle Snooker Club E,5,0
2013-09-16,13,3,National Association of Railway Clubs C,Rileys A,3,2
2013-09-16,13,3,Southwick Sports A,Hove Deep Sea Anglers A,NA,NA
2013-09-23,13,3,Champion House C,National Association of Railway Clubs C,2,3
2013-09-23,13,3,Hove Deep Sea Anglers A,Castle Snooker Club E,4,1
2013-09-23,13,3,Rileys A,Goldstone Ex-Services Club A,0,5
2013-09-30,13,3,Castle Snooker Club E,Rileys A,3,2
2013-09-30,13,3,National Association of Railway Clubs C,Southwick Sports A,0,5
2013-10-07,13,3,Hove Deep Sea Anglers A,Rileys A,0,5
2013-10-07,13,3,Southwick Sports A,Goldstone Ex-Services Club A,3,2
2013-10-14,13,3,Castle Snooker Club E,Southwick Sports A,3,2
2013-10-14,13,3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,1,4
2013-10-14,13,3,Rileys A,Champion House C,3,2
2013-10-21,13,3,Hove Deep Sea Anglers A,Champion House C,3,2
2013-10-21,13,3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,4,1
2013-10-21,13,3,Southwick Sports A,Rileys A,3,2
2013-10-28,13,3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,1,4
2013-10-28,13,3,National Association of Railway Clubs C,Castle Snooker Club E,3,2
2013-10-28,13,3,Southwick Sports A,Champion House C,4,1
2013-11-04,13,3,Hove Deep Sea Anglers A,Southwick Sports A,1,4
2013-11-04,13,3,Rileys A,National Association of Railway Clubs C,4,1
2013-11-11,13,3,Castle Snooker Club E,Hove Deep Sea Anglers A,2,3
2013-11-11,13,3,Goldstone Ex-Services Club A,Rileys A,3,2
2013-11-11,13,3,National Association of Railway Clubs C,Champion House C,2,3
2013-11-18,13,3,Southwick Sports A,National Association of Railway Clubs C,3,2
2013-11-25,13,3,Goldstone Ex-Services Club A,Southwick Sports A,1,4
2013-11-25,13,3,Rileys A,Hove Deep Sea Anglers A,1,4
2013-12-09,13,3,Champion House C,Rileys A,2,3
2013-12-09,13,3,Hove Deep Sea Anglers A,National Association of Railway Clubs C,3,2
2013-12-09,13,3,Southwick Sports A,Castle Snooker Club E,5,0
2013-12-16,13,3,Goldstone Ex-Services Club A,National Association of Railway Clubs C,5,0
2013-12-16,13,3,Rileys A,Southwick Sports A,2,3
2014-01-06,13,3,Castle Snooker Club E,National Association of Railway Clubs C,4,1
2014-01-06,13,3,Champion House C,Southwick Sports A,0,5
2014-01-06,13,3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,2,3
2014-01-13,13,3,National Association of Railway Clubs C,Rileys A,2,3
2014-01-13,13,3,Southwick Sports A,Hove Deep Sea Anglers A,3,2
2014-01-20,13,3,Champion House C,National Association of Railway Clubs C,2,3
2014-01-20,13,3,Rileys A,Goldstone Ex-Services Club A,2,3
2014-01-27,13,3,Castle Snooker Club E,Rileys A,3,2
2014-01-27,13,3,National Association of Railway Clubs C,Southwick Sports A,1,4
2014-02-03,13,3,Hove Deep Sea Anglers A,Rileys A,4,1
2014-02-03,13,3,Southwick Sports A,Goldstone Ex-Services Club A,4,1
2014-02-10,13,3,Castle Snooker Club E,Southwick Sports A,1,4
2014-02-10,13,3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,0,5
2014-02-10,13,3,Rileys A,Champion House C,5,0
2014-02-17,13,3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,5,0
2014-02-17,13,3,Southwick Sports A,Rileys A,5,0
2014-02-24,13,3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,4,1
2014-02-24,13,3,National Association of Railway Clubs C,Castle Snooker Club E,2,3
2014-02-24,13,3,Southwick Sports A,Champion House C,4,1
2014-03-03,13,3,Castle Snooker Club E,Goldstone Ex-Services Club A,1,4
2014-03-03,13,3,Hove Deep Sea Anglers A,Southwick Sports A,3,2
2014-03-03,13,3,Rileys A,National Association of Railway Clubs C,4,1
2014-03-10,13,3,Castle Snooker Club E,Hove Deep Sea Anglers A,2,2
2014-03-10,13,3,Goldstone Ex-Services Club A,Rileys A,1,4
2014-03-10,13,3,National Association of Railway Clubs C,Champion House C,2,3
2014-03-17,13,3,Champion House C,Goldstone Ex-Services Club A,2,3
2014-03-17,13,3,Rileys A,Castle Snooker Club E,2,3
2014-03-17,13,3,Southwick Sports A,National Association of Railway Clubs C,5,0
2014-03-24,13,3,Castle Snooker Club E,Champion House C,4,1
2014-03-24,13,3,Goldstone Ex-Services Club A,Southwick Sports A,4,1
2014-03-24,13,3,Rileys A,Hove Deep Sea Anglers A,4,1
2014-03-31,13,3,Champion House C,Rileys A,2,3
2014-03-31,13,3,Hove Deep Sea Anglers A,National Association of Railway Clubs C,3,2
2014-03-31,13,3,Southwick Sports A,Castle Snooker Club E,5,0
2014-04-07,13,3,Champion House C,Hove Deep Sea Anglers A,3,2
2014-04-07,13,3,Goldstone Ex-Services Club A,National Association of Railway Clubs C,4,1
2014-04-07,13,3,Rileys A,Southwick Sports A,1,4
2013-09-09,13,4,Castle Snooker Club G,Brighton Trades Labour Club,3,2
2013-09-09,13,4,National Association of Railway Clubs B,Castle Snooker Club F,0,5
2013-09-09,13,4,St. Matthias D,Rileys B,2,3
2013-09-16,13,4,Castle Snooker Club F,Goldstone Ex-Services Club B,3,2
2013-09-16,13,4,Rileys B,National Association of Railway Clubs B,0,5
2013-09-23,13,4,Castle Snooker Club F,Rileys B,1,4
2013-09-23,13,4,Goldstone Ex-Services Club B,Castle Snooker Club G,2,3
2013-09-23,13,4,National Association of Railway Clubs B,Brighton Trades Labour Club,2,3
2013-09-30,13,4,Brighton Trades Labour Club,Castle Snooker Club F,1,4
2013-09-30,13,4,Castle Snooker Club G,St. Matthias D,3,2
2013-10-14,13,4,Castle Snooker Club G,Castle Snooker Club F,2,3
2013-10-14,13,4,St. Matthias D,National Association of Railway Clubs B,3,2
2013-10-21,13,4,Castle Snooker Club F,St. Matthias D,1,4
2013-10-21,13,4,Goldstone Ex-Services Club B,National Association of Railway Clubs B,4,1
2013-10-21,13,4,Rileys B,Castle Snooker Club G,NA,NA
2013-10-28,13,4,Castle Snooker Club F,National Association of Railway Clubs B,5,0
2013-10-28,13,4,Rileys B,St. Matthias D,NA,NA
2013-11-04,13,4,Goldstone Ex-Services Club B,Castle Snooker Club F,2,3
2013-11-04,13,4,St. Matthias D,Brighton Trades Labour Club,4,1
2013-11-11,13,4,Castle Snooker Club G,Goldstone Ex-Services Club B,4,1
2013-11-11,13,4,Rileys B,Castle Snooker Club F,2,3
2013-11-18,13,4,Castle Snooker Club F,Brighton Trades Labour Club,4,1
2013-11-18,13,4,St. Matthias D,Castle Snooker Club G,2,3
2013-11-25,13,4,Castle Snooker Club G,National Association of Railway Clubs B,4,1
2013-11-25,13,4,St. Matthias D,Goldstone Ex-Services Club B,4,1
2013-12-09,13,4,Castle Snooker Club F,Castle Snooker Club G,3,2
2013-12-09,13,4,Goldstone Ex-Services Club B,Brighton Trades Labour Club,2,3
2013-12-09,13,4,National Association of Railway Clubs B,St. Matthias D,2,3
2013-12-16,13,4,National Association of Railway Clubs B,Goldstone Ex-Services Club B,2,3
2013-12-16,13,4,St. Matthias D,Castle Snooker Club F,3,2
2014-01-06,13,4,Castle Snooker Club G,Brighton Trades Labour Club,3,2
2014-01-06,13,4,National Association of Railway Clubs B,Castle Snooker Club F,0,5
2014-01-13,13,4,Castle Snooker Club F,Goldstone Ex-Services Club B,3,2
2014-01-13,13,4,Rileys B,National Association of Railway Clubs B,3,2
2014-01-20,13,4,Castle Snooker Club F,Rileys B,1,4
2014-01-20,13,4,Goldstone Ex-Services Club B,Castle Snooker Club G,1,4
2014-01-20,13,4,National Association of Railway Clubs B,Brighton Trades Labour Club,2,3
2014-01-27,13,4,Brighton Trades Labour Club,Castle Snooker Club F,3,2
2014-01-27,13,4,Castle Snooker Club G,St. Matthias D,4,1
2014-02-03,13,4,Goldstone Ex-Services Club B,St. Matthias D,2,3
2014-02-03,13,4,National Association of Railway Clubs B,Castle Snooker Club G,0,5
2014-02-10,13,4,Castle Snooker Club G,Castle Snooker Club F,3,2
2014-02-10,13,4,St. Matthias D,National Association of Railway Clubs B,5,0
2014-02-17,13,4,Castle Snooker Club F,St. Matthias D,3,2
2014-02-17,13,4,Goldstone Ex-Services Club B,National Association of Railway Clubs B,2,3
2014-02-17,13,4,Rileys B,Castle Snooker Club G,0,5
2014-02-24,13,4,Castle Snooker Club F,National Association of Railway Clubs B,5,0
2014-03-03,13,4,Goldstone Ex-Services Club B,Castle Snooker Club F,2,3
2014-03-03,13,4,National Association of Railway Clubs B,Rileys B,3,2
2014-03-03,13,4,St. Matthias D,Brighton Trades Labour Club,3,2
2014-03-10,13,4,Brighton Trades Labour Club,National Association of Railway Clubs B,2,3
2014-03-10,13,4,Rileys B,Castle Snooker Club F,1,4
2014-03-17,13,4,Castle Snooker Club F,Brighton Trades Labour Club,4,1
2014-03-17,13,4,St. Matthias D,Castle Snooker Club G,4,1
2014-03-24,13,4,Castle Snooker Club G,National Association of Railway Clubs B,5,0
2014-03-24,13,4,St. Matthias D,Goldstone Ex-Services Club B,3,2
2014-03-31,13,4,Castle Snooker Club F,Castle Snooker Club G,3,2
2014-03-31,13,4,Goldstone Ex-Services Club B,Brighton Trades Labour Club,5,0
2014-03-31,13,4,National Association of Railway Clubs B,St. Matthias D,1,4
2014-04-07,13,4,Castle Snooker Club G,Rileys B,3,2
2014-04-07,13,4,National Association of Railway Clubs B,Goldstone Ex-Services Club B,1,4
2014-04-07,13,4,St. Matthias D,Castle Snooker Club F,3,2
2013-09-09,13,5,Castle Snooker Club K,Champion House D,2,3
2013-09-09,13,5,Moulsecoomb Club A,Castle Snooker Club J,3,2
2013-09-09,13,5,Portslade Royal British Legion,Portslade Sports Centre B,2,3
2013-09-16,13,5,Champion House D,Portslade Royal British Legion,4,1
2013-09-16,13,5,Hove Deep Sea Anglers B,Castle Snooker Club K,2,3
2013-09-16,13,5,Portslade Sports Centre B,Moulsecoomb Club A,2,3
2013-09-23,13,5,Moulsecoomb Club A,Champion House D,4,1
2013-09-23,13,5,Portslade Royal British Legion,Hove Deep Sea Anglers B,1,4
2013-09-30,13,5,Castle Snooker Club K,Portslade Royal British Legion,4,1
2013-09-30,13,5,Champion House D,Castle Snooker Club J,1,4
2013-09-30,13,5,Hove Deep Sea Anglers B,Moulsecoomb Club A,3,2
2013-10-07,13,5,Castle Snooker Club J,Hove Deep Sea Anglers B,2,3
2013-10-07,13,5,Moulsecoomb Club A,Castle Snooker Club K,3,2
2013-10-07,13,5,Portslade Sports Centre B,Champion House D,3,2
2013-10-14,13,5,Castle Snooker Club K,Castle Snooker Club J,2,3
2013-10-14,13,5,Hove Deep Sea Anglers B,Portslade Sports Centre B,NA,NA
2013-10-14,13,5,Portslade Royal British Legion,Moulsecoomb Club A,1,4
2013-10-21,13,5,Castle Snooker Club J,Portslade Royal British Legion,4,1
2013-10-21,13,5,Champion House D,Hove Deep Sea Anglers B,4,1
2013-10-21,13,5,Portslade Sports Centre B,Castle Snooker Club K,2,3
2013-10-28,13,5,Castle Snooker Club J,Moulsecoomb Club A,5,0
2013-10-28,13,5,Champion House D,Castle Snooker Club K,1,4
2013-11-04,13,5,Castle Snooker Club K,Hove Deep Sea Anglers B,3,2
2013-11-04,13,5,Moulsecoomb Club A,Portslade Sports Centre B,5,0
2013-11-04,13,5,Portslade Royal British Legion,Champion House D,3,2
2013-11-11,13,5,Champion House D,Moulsecoomb Club A,1,4
2013-11-11,13,5,Hove Deep Sea Anglers B,Portslade Royal British Legion,2,3
2013-11-11,13,5,Portslade Sports Centre B,Castle Snooker Club J,1,4
2013-11-18,13,5,Castle Snooker Club J,Champion House D,4,1
2013-11-18,13,5,Moulsecoomb Club A,Hove Deep Sea Anglers B,4,1
2013-11-18,13,5,Portslade Royal British Legion,Castle Snooker Club K,2,3
2013-11-25,13,5,Champion House D,Portslade Sports Centre B,3,2
2013-11-25,13,5,Hove Deep Sea Anglers B,Castle Snooker Club J,2,3
2013-12-09,13,5,Castle Snooker Club J,Castle Snooker Club K,2,3
2013-12-09,13,5,Moulsecoomb Club A,Portslade Royal British Legion,2,3
2013-12-09,13,5,Portslade Sports Centre B,Hove Deep Sea Anglers B,NA,NA
2013-12-16,13,5,Castle Snooker Club K,Portslade Sports Centre B,4,1
2013-12-16,13,5,Hove Deep Sea Anglers B,Champion House D,3,2
2013-12-16,13,5,Portslade Royal British Legion,Castle Snooker Club J,1,4
2014-01-06,13,5,Castle Snooker Club K,Champion House D,4,1
2014-01-06,13,5,Moulsecoomb Club A,Castle Snooker Club J,3,2
2014-01-06,13,5,Portslade Royal British Legion,Portslade Sports Centre B,4,1
2014-01-13,13,5,Champion House D,Portslade Royal British Legion,3,2
2014-01-13,13,5,Hove Deep Sea Anglers B,Castle Snooker Club K,1,4
2014-01-13,13,5,Portslade Sports Centre B,Moulsecoomb Club A,NA,NA
2014-01-20,13,5,Castle Snooker Club J,Portslade Sports Centre B,3,2
2014-01-20,13,5,Moulsecoomb Club A,Champion House D,3,2
2014-01-20,13,5,Portslade Royal British Legion,Hove Deep Sea Anglers B,5,0
2014-01-27,13,5,Champion House D,Castle Snooker Club J,0,5
2014-01-27,13,5,Hove Deep Sea Anglers B,Moulsecoomb Club A,3,2
2014-02-03,13,5,Castle Snooker Club J,Hove Deep Sea Anglers B,5,0
2014-02-03,13,5,Portslade Sports Centre B,Champion House D,2,3
2014-02-10,13,5,Castle Snooker Club K,Castle Snooker Club J,2,3
2014-02-10,13,5,Hove Deep Sea Anglers B,Portslade Sports Centre B,1,4
2014-02-10,13,5,Portslade Royal British Legion,Moulsecoomb Club A,1,4
2014-02-17,13,5,Castle Snooker Club J,Portslade Royal British Legion,5,0
2014-02-17,13,5,Champion House D,Hove Deep Sea Anglers B,3,2
2014-02-17,13,5,Portslade Sports Centre B,Castle Snooker Club K,2,3
2014-02-24,13,5,Castle Snooker Club J,Moulsecoomb Club A,4,1
2014-02-24,13,5,Champion House D,Castle Snooker Club K,1,4
2014-02-24,13,5,Portslade Sports Centre B,Portslade Royal British Legion,3,2
2014-03-03,13,5,Castle Snooker Club K,Hove Deep Sea Anglers B,3,2
2014-03-03,13,5,Moulsecoomb Club A,Portslade Sports Centre B,3,2
2014-03-03,13,5,Portslade Royal British Legion,Champion House D,3,2
2014-03-10,13,5,Champion House D,Moulsecoomb Club A,0,5
2014-03-10,13,5,Hove Deep Sea Anglers B,Portslade Royal British Legion,3,2
2014-03-10,13,5,Portslade Sports Centre B,Castle Snooker Club J,2,3
2014-03-17,13,5,Castle Snooker Club J,Champion House D,4,1
2014-03-17,13,5,Moulsecoomb Club A,Hove Deep Sea Anglers B,1,4
2014-03-24,13,5,Castle Snooker Club K,Moulsecoomb Club A,3,2
2014-03-24,13,5,Champion House D,Portslade Sports Centre B,2,3
2014-03-24,13,5,Hove Deep Sea Anglers B,Castle Snooker Club J,0,5
2014-03-31,13,5,Moulsecoomb Club A,Portslade Royal British Legion,3,2
2014-03-31,13,5,Portslade Sports Centre B,Hove Deep Sea Anglers B,4,1
2014-04-07,13,5,Castle Snooker Club K,Portslade Sports Centre B,2,3
2014-04-07,13,5,Hove Deep Sea Anglers B,Champion House D,2,3
2014-04-07,13,5,Portslade Royal British Legion,Castle Snooker Club J,3,2
2013-09-16,13,6,Moulsecoomb Club B,Portslade Sports Centre D,3,2
2013-09-16,13,6,Preston Club B,Southwick Sports B,2,3
2013-09-23,13,6,Goldstone Ex-Services Club C,Moulsecoomb Club B,3,2
2013-10-07,13,6,Castle Snooker Club H,Preston Club B,0,5
2013-10-07,13,6,Goldstone Ex-Services Club C,Southwick Sports B,3,2
2013-10-07,13,6,Portslade Sports Centre C,Moulsecoomb Club B,4,1
2013-10-28,13,6,Castle Snooker Club H,Goldstone Ex-Services Club C,2,3
2013-10-28,13,6,Moulsecoomb Club B,Southwick Sports B,3,2
2013-11-04,13,6,Goldstone Ex-Services Club C,Portslade Sports Centre C,2,3
2013-11-04,13,6,Southwick Sports B,Preston Club B,5,0
2013-11-11,13,6,Portslade Sports Centre C,Castle Snooker Club H,5,0
2013-11-11,13,6,Preston Club B,Portslade Sports Centre D,2,3
2013-11-18,13,6,Castle Snooker Club H,Moulsecoomb Club B,3,2
2013-11-18,13,6,Goldstone Ex-Services Club C,Preston Club B,4,1
2013-11-25,13,6,Moulsecoomb Club B,Portslade Sports Centre C,1,4
2013-11-25,13,6,Preston Club B,Castle Snooker Club H,2,3
2013-11-25,13,6,Southwick Sports B,Goldstone Ex-Services Club C,4,1
2013-12-09,13,6,Castle Snooker Club H,Southwick Sports B,3,2
2013-12-09,13,6,Portslade Sports Centre C,Preston Club B,NA,NA
2013-12-16,13,6,Portslade Sports Centre D,Castle Snooker Club H,NA,NA
2013-12-16,13,6,Preston Club B,Moulsecoomb Club B,2,3
2013-12-16,13,6,Southwick Sports B,Portslade Sports Centre C,2,3
2014-01-06,13,6,Goldstone Ex-Services Club C,Castle Snooker Club H,0,5
2014-01-06,13,6,Southwick Sports B,Moulsecoomb Club B,2,3
2014-01-13,13,6,Preston Club B,Southwick Sports B,2,3
2014-01-27,13,6,Moulsecoomb Club B,Castle Snooker Club H,3,2
2014-01-27,13,6,Preston Club B,Goldstone Ex-Services Club C,3,2
2014-02-03,13,6,Goldstone Ex-Services Club C,Southwick Sports B,2,3
2014-02-03,13,6,Portslade Sports Centre C,Moulsecoomb Club B,4,1
2014-02-10,13,6,Preston Club B,Portslade Sports Centre C,2,3
2014-02-17,13,6,Moulsecoomb Club B,Preston Club B,2,3
2014-02-17,13,6,Portslade Sports Centre C,Southwick Sports B,4,1
2014-03-10,13,6,Moulsecoomb Club B,Goldstone Ex-Services Club C,4,1
2014-03-10,13,6,Portslade Sports Centre C,Castle Snooker Club H,5,0
2014-03-24,13,6,Moulsecoomb Club B,Portslade Sports Centre C,2,3
2014-03-31,13,6,Castle Snooker Club H,Southwick Sports B,1,4
2014-03-31,13,6,Portslade Sports Centre C,Preston Club B,4,1
2014-04-07,13,6,Portslade Sports Centre D,Castle Snooker Club H,NA,NA
2014-04-07,13,6,Preston Club B,Moulsecoomb Club B,4,1
2024-03-04,23,1,St. Matthias C,St. Matthias E,3,3
2024-02-26,23,1,St. Matthias D,St. Matthias C,0,6
2024-01-29,23,1,Brighton Castle Juniors,Castle Club  B,3,3
2024-01-22,23,1,St. Matthias D,St. Matthias E,3,3
2023-10-02,23,1,St. Matthias A,St. Matthias D,5,1
2024-01-22,23,2,Portslade Legion,Champion House B,0,5
2022-03-10,21,2,N.A.R.C B,Portslade Sports A,0,5
2022-03-10,21,2,Preston Club,N.A.R.C B,4,1
2022-03-07,21,2,N.A.R.C B,Portslade Sports B,0,5
2022-02-28,21,2,N.A.R.C B,Southwick Sports C,0,5
2021-11-15,21,2,Portslade Sports B,N.A.R.C B,5,0
2021-10-18,21,2,Portslade Legion,N.A.R.C B,3,2
2019-11-25,19,2,Hove D.S. Anglers A,St. Matthias E,1,4
2015-04-13,14,1,Castle Club A,St. Matthias B,5,0
2015-04-13,14,1,N.A.R.C A,St. Matthias A,0,5
2015-04-13,14,1,Portslade Sports A,Castle Club B,2,3
2015-03-30,14,1,Castle Club B,Castle Club A,1,4
2015-03-30,14,1,N.A.R.C A,Portslade Sports A,4,1
2015-03-30,14,1,St. Matthias B,St. Matthias C,0,5
2015-03-23,14,1,Castle Club A,N.A.R.C A,4,1
2015-03-23,14,1,Portslade Sports A,St. Matthias A,1,4
2015-03-23,14,1,St. Matthias C,Castle Club B,3,2
2015-03-16,14,1,N.A.R.C A,St. Matthias C,2,3
2015-03-16,14,1,Portslade Sports A,Castle Club A,2,3
2015-03-16,14,1,St. Matthias A,St. Matthias B,4,1
2015-03-09,14,1,Castle Club A,St. Matthias A,3,2
2015-03-09,14,1,St. Matthias B,Castle Club B,1,3
2015-03-09,14,1,St. Matthias C,Portslade Sports A,4,1
2015-03-02,14,1,Castle Club A,St. Matthias C,3,2
2015-03-02,14,1,N.A.R.C A,St. Matthias B,4,1
2015-03-02,14,1,St. Matthias A,Castle Club B,1,4
2015-02-23,14,1,Castle Club B,N.A.R.C A,3,2
2015-02-23,14,1,St. Matthias B,Portslade Sports A,2,3
2015-02-23,14,1,St. Matthias C,St. Matthias A,3,2
2015-02-16,14,1,Castle Club B,Portslade Sports A,3,2
2015-02-16,14,1,St. Matthias A,N.A.R.C A,2,3
2015-02-16,14,1,St. Matthias B,Castle Club A,0,5
2015-02-09,14,1,Castle Club A,Castle Club B,3,2
2015-02-09,14,1,Portslade Sports A,N.A.R.C A,2,3
2015-02-09,14,1,St. Matthias C,St. Matthias B,5,0
2015-02-02,14,1,Castle Club B,St. Matthias C,3,2
2015-02-02,14,1,N.A.R.C A,Castle Club A,0,5
2015-02-02,14,1,St. Matthias A,Portslade Sports A,1,4
2015-01-26,14,1,Castle Club A,Portslade Sports A,4,1
2015-01-26,14,1,St. Matthias B,St. Matthias A,2,3
2015-01-26,14,1,St. Matthias C,N.A.R.C A,4,1
2015-01-19,14,1,Castle Club B,St. Matthias B,3,2
2015-01-19,14,1,Portslade Sports A,St. Matthias C,0,5
2015-01-19,14,1,St. Matthias A,Castle Club A,2,3
2015-01-12,14,1,Castle Club B,St. Matthias A,2,3
2015-01-12,14,1,St. Matthias B,N.A.R.C A,2,3
2015-01-12,14,1,St. Matthias C,Castle Club A,1,4
2015-01-05,14,1,N.A.R.C A,Castle Club B,3,2
2015-01-05,14,1,Portslade Sports A,St. Matthias B,2,3
2015-01-05,14,1,St. Matthias A,St. Matthias C,1,4
2014-12-15,14,1,Castle Club A,St. Matthias B,5,0
2014-12-15,14,1,N.A.R.C A,St. Matthias A,3,2
2014-12-15,14,1,Portslade Sports A,Castle Club B,2,3
2014-12-08,14,1,Castle Club B,Castle Club A,2,3
2014-12-08,14,1,N.A.R.C A,Portslade Sports A,3,2
2014-12-08,14,1,St. Matthias B,St. Matthias C,1,4
2014-11-24,14,1,Castle Club A,N.A.R.C A,4,1
2014-11-24,14,1,Portslade Sports A,St. Matthias A,2,3
2014-11-24,14,1,St. Matthias C,Castle Club B,2,3
2014-11-17,14,1,N.A.R.C A,St. Matthias C,1,4
2014-11-17,14,1,Portslade Sports A,Castle Club A,1,4
2014-11-17,14,1,St. Matthias A,St. Matthias B,5,0
2014-11-10,14,1,Castle Club A,St. Matthias A,4,1
2014-11-10,14,1,St. Matthias B,Castle Club B,2,3
2014-11-10,14,1,St. Matthias C,Portslade Sports A,1,4
2014-11-03,14,1,Castle Club A,St. Matthias C,3,2
2014-11-03,14,1,N.A.R.C A,St. Matthias B,3,2
2014-11-03,14,1,St. Matthias A,Castle Club B,3,2
2014-10-27,14,1,Castle Club B,N.A.R.C A,3,2
2014-10-27,14,1,St. Matthias B,Portslade Sports A,1,4
