fixture_date,season,division,home_team,away_team,home_sp,away_sp,url,home_op,away_op
2019-03-20,18,1,St. Matthias B,Moulsecoomb A,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979864.html,558,577
2019-03-13,18,1,Annunciation,St. Matthias B,15,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979861.html,600,532
2019-03-13,18,1,Moulsecoomb A,Moulsecoomb B,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979862.html,552,562
2019-03-13,18,1,St. Matthias A,Champion House,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979860.html,507,600
2019-02-20,18,1,Champion House,Moulsecoomb A,11,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979857.html,502,570
2019-02-20,18,1,Moulsecoomb B,Annunciation,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979858.html,518,571
2019-02-20,18,1,St. Matthias B,St. Matthias A,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979859.html,600,476
2019-02-13,18,1,Champion House,Annunciation,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979854.html,540,552
2019-02-13,18,1,Moulsecoomb B,St. Matthias B,11,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979856.html,532,560
2019-02-13,18,1,St. Matthias A,Moulsecoomb A,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979855.html,600,515
2019-02-06,18,1,Annunciation,Moulsecoomb A,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979852.html,570,571
2019-02-06,18,1,Moulsecoomb B,St. Matthias A,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979851.html,576,537
2019-02-06,18,1,St. Matthias B,Champion House,13,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979853.html,542,475
2019-01-23,18,1,Champion House,Moulsecoomb B,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979850.html,572,562
2019-01-23,18,1,Moulsecoomb A,St. Matthias B,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979849.html,564,557
2019-01-23,18,1,St. Matthias A,Annunciation,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979848.html,542,571
2019-01-16,18,1,Champion House,St. Matthias A,14,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979845.html,573,523
2019-01-16,18,1,Moulsecoomb B,Moulsecoomb A,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979847.html,518,600
2019-01-16,18,1,St. Matthias B,Annunciation,10,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979846.html,483,548
2019-01-09,18,1,Annunciation,Moulsecoomb B,15,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979843.html,600,511
2019-01-09,18,1,Moulsecoomb A,Champion House,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979842.html,560,553
2019-01-09,18,1,St. Matthias A,St. Matthias B,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979844.html,588,468
2018-12-12,18,1,Annunciation,Champion House,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979839.html,506,562
2018-12-12,18,1,Moulsecoomb A,St. Matthias A,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979840.html,543,581
2018-12-12,18,1,St. Matthias B,Moulsecoomb B,10,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979841.html,448,571
2018-11-21,18,1,Champion House,St. Matthias B,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979838.html,592,525
2018-11-21,18,1,Moulsecoomb A,Annunciation,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979837.html,584,590
2018-11-21,18,1,St. Matthias A,Moulsecoomb B,9,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979836.html,499,596
2018-11-14,18,1,Annunciation,St. Matthias A,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979833.html,554,538
2018-11-14,18,1,Moulsecoomb B,Champion House,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979835.html,584,555
2018-11-14,18,1,St. Matthias B,Moulsecoomb A,15,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979834.html,600,567
2018-11-07,18,1,Annunciation,St. Matthias B,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979831.html,520,523
2018-11-07,18,1,Moulsecoomb A,Moulsecoomb B,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979832.html,600,487
2018-11-07,18,1,St. Matthias A,Champion House,13,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979830.html,570,566
2018-10-24,18,1,Champion House,Moulsecoomb A,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979827.html,570,580
2018-10-24,18,1,Moulsecoomb B,Annunciation,12,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979828.html,546,600
2018-10-24,18,1,St. Matthias B,St. Matthias A,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979829.html,526,539
2018-10-17,18,1,Champion House,Annunciation,11,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979824.html,511,600
2018-10-17,18,1,Moulsecoomb B,St. Matthias B,13,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979826.html,568,465
2018-10-17,18,1,St. Matthias A,Moulsecoomb A,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979825.html,577,560
2018-10-10,18,1,Annunciation,Moulsecoomb A,15,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979822.html,600,556
2018-10-10,18,1,Moulsecoomb B,St. Matthias A,11,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979821.html,515,600
2018-10-10,18,1,St. Matthias B,Champion House,15,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979823.html,600,514
2018-09-26,18,1,Champion House,Moulsecoomb B,8,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979820.html,405,600
2018-09-26,18,1,Moulsecoomb A,St. Matthias B,11,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979819.html,550,560
2018-09-26,18,1,St. Matthias A,Annunciation,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979818.html,553,589
2018-09-19,18,1,Champion House,St. Matthias A,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979815.html,581,509
2018-09-19,18,1,Moulsecoomb B,Moulsecoomb A,9,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979817.html,496,600
2018-09-19,18,1,St. Matthias B,Annunciation,10,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979816.html,449,516
2018-09-12,18,1,Annunciation,Moulsecoomb B,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979813.html,600,494
2018-09-12,18,1,Moulsecoomb A,Champion House,14,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979812.html,588,470
2018-09-12,18,1,St. Matthias A,St. Matthias B,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979814.html,546,591
